index,ad,header,url,location,ad timestamp,lat,long,address,scrape_timestamp,datasource
45,"Let Me Spoil You Ladies at your location or mine!  show contact infoWhether your a Wife, Mom, Out of Town Business Lady or an Active Lady who is constantly on the go with life you all deserve to spoil yourselves for an hour or two to get your sanity back. Husbands and Boyfriends treat your lady to the Massage she deserves!I Am An Attractive, Attentive, Professional Gentleman who aspires to make this the BEST massage experience you have Ever had.Let Me Rejuvenate Your Mind and Body with a Full Body Massage from Your Head to Your Toes, Front and Back and Your Mind and Body Will Melt On My Table!I Combine A Swedish, Deep Tissue and Light/ Feather Touch into one unique massage that Caters To Your Mind and Body's Needs.Call or text Mike   show contact infoI travel to your location, home or hotel with my Heated Massage Table, Sheets, Coconut Massage Oil, Relaxing Soothing Music, Oil Diffuser that Stimulates Your Senses and My Amazing Hands, Charming and Relaxing Personality to your doorstep.I look forward to meeting you. Call or text me now for rates & times.show contact infoIncalls & Outcalls    ",Ladies An Amazing Massage Experience Awaits Your Mind & Body's Needs!,https://okaloosa.craigslist.org/thp/d/ladies-an-amazing-massage/6415860756.html,"Destin,FWB,Sur,Areas",12/7/2017 6:22,,,,52:42.6,CL1
46,"come visit are store we location is 3 mins from Pensacola Beach we have good clean first class room and skillful massage therapistyou will feel rejuvenate,happy and energized after a good massagewe have gift card now for during Christmas  or new year call  show contact info for more information we open every day MM 35195913 gulf breeze pkwy Harbourtown unit 11 gulf breeze fl32561    ",new opening oriental healthy massage,https://okaloosa.craigslist.org/thp/d/new-opening-oriental-healthy/6415904882.html,"Gulf,Breeze,PKWY",12/7/2017 7:30,30.357389,-87.162609,913 Gulf Breeze Pkwy unit 11,52:43.3,CL1
47,"Ms $10 OFFCouple $ 20 OFF license info: MM35425Free Hot stonefree oil massgeDeep Tissue massageAcupressure (Shiatsu) Swedish massageMedical MassageNeuromuscular Therapy Sports MassageFire Cupping TherapyPure massage offer in session a fusion of different styles of massage and bodywork allowing for a massage that is both relaxing and therapeutic . Whether you choose to relax with Swedish, relieve pain with Deep tissue, or pure stress management with light touch work or some combination of the above, you can rest assured you are in good hands and cozy environment.Providing Only The Best Asian Masseuses...Couples massage is a popular service at the spa where two people Are massaged in the same room at the same time.by two different therapists1hr. $7590min $110 Accept major credit card Mon-sun 10am-10pmPls call:  show contact info12815 U S highway 98 W #110 Miramar beach FL 32550 (Fountain plaza)(Across street from MacDonald On hwy 98 E .2 miles west from silver sand outlet)    ",New decoration New service Pure Massage --850-625-0828,https://okaloosa.craigslist.org/thp/d/new-decoration-new-service/6415866620.html,Destin,12/7/2017 6:33,30.385,-86.3473,12815 U S highway 98,52:44.1,CL1
48,"We specialize in relief from pain , stress , tension , fatigue , and insomnia for men , women , and couplesOver 5 years experience with overcoming joint pain and muscle tension. I have a very diverse clientele and integrate a range of techniques to wellness and improved range of motion and quality of life.My styles and modes of therapy are best describedAll staff are licensed and certified with NCBTMB. We offer a relaxing atmosphere that creates peace on your mind, relieve your muscle aches from daily stress by therapeutic massage, which is a healing has been around for thousands of years in many cultures. Massage offers a drug-free, non-invasive and humanistic approach based on the body's natural ability to heal itself.Pick your favorite types of massage we offer as the followingfree Hot stone Massagefree oil massgeDeep Tissue massageAcupressure (Shiatsu) Swedish massageMedical MassageNeuromuscular Therapy Sports MassageFire Cupping TherapyPls call:  show contact infoMon-Sat 10:00 AM--9:00 PM Sun 12:00PM--6:00 PMTHANK YOU FOR YOUR TIME AND BUSINESS!Address:300 mary esther blvd,mary esther,FL 32569 (Santa Rousa Mall ZALES beside)    ",treatment ---chinese massage ------Discount for Military $10 OFF,https://okaloosa.craigslist.org/thp/d/treatment-chinese-massage/6415866104.html,"mary,esther",12/7/2017 6:32,30.413524,-86.675344,mary esther at mary esther,52:45.0,CL1
49,"331 SPAWelcome to best asian massage. shiatsu and swedish, walk on your back , firm or relaxing massage.Great table shower.Our place is very clean and very comfortable.Every therapists are licensed and very professional and friendly.You'll be a New person,In callHalf Hr: $60.00One Hr: $80.00we do accept credit cardsopen 9 am to 10 pm , 7days a weekCall:  show contact info* 1 mile from I-10 on highway 331 to your right*from the beach - one mile before to I-10 on highway 331 to your left*I-10 from alabama - right turn to 331, from tallahassee- left turn to 331    ","ASIAN MASSAGE ""GRAND OPENING"" right off I-10 on highway 331",https://okaloosa.craigslist.org/thp/d/asian-massage-grand-opening/6415361615.html,"Defuniak,Springs",12/6/2017 16:43,30.671729,-86.123886,3590 us highway 331 S. unit 103,52:45.7,CL1
50, ,,https://okaloosa.craigslist.org/thp/d/enjoy-bestmassage-in-new/6414935807.html,, ,,,,52:46.6,CL1
51,"[[ __ China Wellness Center  __ ]]Congratulations! You Have Already Found The Best Masseusein Navarre !: show contact info:Open 7 Days a Week 9:00am-9:30pm(Mon--Sat)  Sunday:12:00pm--8:00pmLocated at : 1815 Alpine Ave Navarre FL 32566,(Cross From Exxon) [[ Excellent Relaxing Massage The Best in Town !]]UPSCALE FACILITYDeep Tissue / Swedish /Hot Stone/Acupressure MassageIf You Would Like a Relaxing Massage by ProfessionalAsian Masseuses Come And Experience a Perfect Body Massage.Very Professional Body Massage:New Open SpecialFull Body Massage:Half Hour/$40One Hour/$60Walk in Welcome  ",É??É?®É??Grand Opening China Wellness MassageÉ??É?®É??,https://okaloosa.craigslist.org/thp/d/grand-opening-china-wellness/6414934552.html,"Alpine,Ave,Navarre,FL",12/6/2017 11:59,30.4277,-86.9271,1815 Alpine Ave,52:47.3,CL1
52,"Joy Spa MassageTake Your Mind Away From All the Stress!Very Nice & Professional Massage therapists!Open 7days from 10am to 10pmAddress: 50 S Holiday Road Suite 400, Miramar Beach, FL32550Tel: show contact info",Grand opening---Chinese Massage--850-586-3593,https://okaloosa.craigslist.org/thp/d/grand-opening-chinese-massage/6414744086.html,"s,holiday,road,suite",12/6/2017 10:03,30.384369,-86.380442,50 s holiday rd,52:48.0,CL1
53,"---------Navarre Oriental massage--------- 8239 Navarre Pkwy,Navarre,FL 32566 Open 7 Days a Week 10amTO 10pm(M-Sa)  11am-8pm(Sundays) Otherwise make Appointments License:MM 33281  Tel:  show contact info Private massage rooms, clean, quite and comfortable",É??BEST CHOICEÉ??Professional Asian Masseuses & Fascinating Service,https://okaloosa.craigslist.org/thp/d/best-choiceprofessional-asian/6414729642.html,"google,map",12/6/2017 9:54,30.401407,-86.916275,8239 Navarre Pkwy,52:48.9,CL1
54,"license info: I massage* Good Massage In Town *Please come to enjoy the best massage in town.our signature massage is one hour Chinese relaxation full body massage includes face, hands and feet with a combination of Swedish,deep tissue and acupressure fused with Chinese traditional therapy techniques.Our hours : 7 days a week9:am---9:00pmWalk in is ok , appointment is welcomeCall #:  show contact infoshow contact info1209 airport rd. Destin fl 32541Next to ""La Mexicana""",New open--I massage,https://okaloosa.craigslist.org/thp/d/new-open-massage/6414656967.html,"airport,rd",12/6/2017 9:04,30.38973,-86.464087,1209 airport rd,52:49.6,CL1
55,"come visit are store we location is 3 mins from Pensacola Beach we have good clean first class room and skillful massage therapistyou will feel rejuvenate,happy and energized after a good massagewe have gift card now for during Christmas  or new year call  show contact info for more information we open every day MM 35195913 gulf breeze pkwy Harbourtown unit 11 gulf breeze fl32561    ",new opening oriental healthy massage,https://okaloosa.craigslist.org/thp/d/new-opening-oriental-healthy/6414600695.html,"Gulf,Breeze,PKWY",12/6/2017 8:20,30.357389,-87.162609,913 Gulf Breeze Pkwy unit 11,52:50.2,CL1
56,"call  show contact infoMerry Christmas and happy new year 2018 too all my customers !good year get start right at gulf breeze massage come to get good health massage we have gift card available buy now gift card is good way show you family how much you cares about them  we opening everyday  MM 319483057 gulf breeze pkwy gulf breeze ,fl32563    ",Asian Massage,https://okaloosa.craigslist.org/thp/d/asian-massage/6414600027.html,"gulf,breeze,pkwy",12/6/2017 8:20,30.384241,-87.096262,3057 Gulf Breeze Parkway,52:50.9,CL1
57,"331 SPAWelcome to best asian massage. shiatsu and swedish, walk on your back , firm or relaxing massage.Great table shower.Our place is very clean and very comfortable.Every therapists are licensed and very professional and friendly.You'll be a New person,In callHalf Hr: $60.00One Hr: $80.00we do accept credit cardsopen 9 am to 10 pm , 7days a weekCall:  show contact info* 1 mile from I-10 on highway 331 to your right*from the beach - one mile before to I-10 on highway 331 to your left*I-10 from alabama - right turn to 331, from tallahassee- left turn to 331    ","ASIAN MASSAGE ""GRAND OPENING"" right off I-10 on highway 331",https://okaloosa.craigslist.org/thp/d/asian-massage-grand-opening/6414031189.html,"Defuniak,Springs",12/5/2017 17:12,30.671729,-86.123886,3590 us highway 331 S. unit 103,52:51.6,CL1
58,"come visit are store we location is 3 mins from Pensacola Beach we have good clean first class room and skillful massage therapistyou will feel rejuvenate,happy and energized after a good massagewe have gift card now for during Christmas  or new year call  show contact info for more information we open every day MM 35195913 gulf breeze pkwy Harbourtown unit 11 gulf breeze fl32561    ",new opening oriental healthy massage,https://okaloosa.craigslist.org/thp/d/new-opening-oriental-healthy/6413993851.html,"Gulf,Breeze,PKWY",12/5/2017 16:42,30.357389,-87.162609,913 Gulf Breeze Pkwy unit 11,52:52.2,CL1
59,"114 Palmetto Street Unit 3, Destin .fl. 32541 Call:  show contact info or  show contact infoOffering Fullbody and Foot massagefferent location, brand new environment, professional masseuse, same great service.* Swedish Massage*- Deep Tissue Massage*- Hot Stone Massage (Free)*- Reflexology *- Therapeutic massage*- Pain Relief Massage*- Sports Massage*-Feather Touch MassageWalk-in's are welcome but Appointments much appreciated.Call:  show contact info or  show contact infoOpens Monday through Sunday from 10:00AM to 10:30PM    ",?¯è?É??É?õ?¯è?É??É?õTang DejaVu chinese massage Free hot stone ?¯è?É??É?õ?¯è?É??É?õ,https://okaloosa.craigslist.org/thp/d/tang-dejavu-chinese-massage/6413753010.html,"Palmetto,St,Destin",12/5/2017 13:56,30.395736,-86.507485,114 palmetto  st,52:53.0,CL1
60,"   show contact info . //.  show contact info  151Mary Esther Blvd 104 . Mary Esther .FL.32569Welcome to amazing Mojo Chinese massage.Great News: Our new sweet and cute therapists here. We offer shiatsu, Swedish massage also we can walk on back if needed. Our place is really quiet, clean and cozy. Our therapists are all licensed and professional. Come check us out, I promise you will have a great experience here. Plus we have tableshower too. If you off work late and tired. you don't want to go back house to take shower. You are so welcome to get a free shower here. It's our pleasure to bring you convenOPEN 7DAYS/WEEKOPEN 10am TO 10:30pmAddress: 151-104 Mary Esther Blvd, Mary Esther, FL 32569 Fort Walton Beach    ",?¯è?É??É?õ?¯è?É??É?õ?¯è?É??É?õ NEW Tableshower Mojo Chinese Massage ?¯è?É??É?õ,https://okaloosa.craigslist.org/thp/d/new-tableshower-mojo-chinese/6413671704.html,"Mary,Esther,Blvd,Mary,Esther",12/5/2017 13:05,30.410856,-86.654749,151 mary esther bvld,52:53.7,CL1
61, ,,https://okaloosa.craigslist.org/thp/d/deja-vu-amazing-chinese/6413457406.html,, ,,,,52:54.5,CL1
62,"call  show contact infoMerry Christmas and happy new year 2018 too all my customers !good year get start right at gulf breeze massage come to get good health massage we have gift card available buy now gift card is good way show you family how much you cares about them  we opening everyday  MM 319483057 gulf breeze pkwy gulf breeze ,fl32563    ",Asian Massage,https://okaloosa.craigslist.org/thp/d/asian-massage/6413224794.html,"gulf,breeze,pkwy",12/5/2017 8:18,30.384241,-87.096262,3057 Gulf Breeze Parkway,52:55.2,CL1
63,"call  show contact infoMerry Christmas and happy new year 2018 too all my customers !good year get start right at gulf breeze massage come to get good health massage we have gift card available buy now gift card is good way show you family how much you cares about them  we opening everyday  MM 319483057 gulf breeze pkwy gulf breeze ,fl32563    ",Asian Massage,https://okaloosa.craigslist.org/thp/d/asian-massage/6412306460.html,"gulf,breeze,pkwy",12/4/2017 13:29,30.384241,-87.096262,3057 Gulf Breeze Parkway,52:55.9,CL1
64,"---------Navarre Oriental massage--------- 8239 Navarre Pkwy,Navarre,FL 32566 Open 7 Days a Week 10amTO 10pm(M-Sa)  11am-8pm(Sundays) Otherwise make Appointments License:MM 33281  Tel:  show contact info Private massage rooms, clean, quite and comfortable",É??BEST CHOICEÉ??Professional Asian Masseuses & Fascinating Service,https://okaloosa.craigslist.org/thp/d/best-choiceprofessional-asian/6412018668.html,"google,map",12/4/2017 10:42,30.401407,-86.916275,8239 Navarre Pkwy,52:56.6,CL1
65,"Special offer :Ladies 20% We offer in session a fusion of different styles of massage and bodywork allowing for a massage that is both relaxing and therapeutic . Whether you choose to relax with Swedish, relieve pain with Deep tissue, or pure stress management with light touch work or some combination of the above, you can rest assured you are in good hands and cozy environment.Providing Only The Best Asian Masseuses...Couples massage is a popular service at the spa where two people Are massaged in the same room at the same time.by two different therapistsServices offer.deep tissue .Swedish.sport.acupressure.reflexology.Thai.hot stone .bamboo Open 7 daysMon-Sat 9:00 am-9:00pm Sun 10:am-9:pm Next to Target829 Harbor Blvd #21 Destin Floridaphone  show contact info",Different BestAsian Massage on the Gulf Coast Destin,https://okaloosa.craigslist.org/thp/d/different-bestasian-massage/6411931261.html,"Next,To,Target,Shopping,Center",12/4/2017 9:49,30.412355,-86.483887,829 Harbor Blvd,52:57.3,CL1
66,"come visit are store we location is 3 mins from Pensacola Beach we have good clean first class room and skillful massage therapistyou will feel rejuvenate,happy and energized after a good massagewe have gift card now for during Christmas  or new year call  show contact info for more information we open every day MM 35195913 gulf breeze pkwy Harbourtown unit 11 gulf breeze fl32561    ",new opening oriental healthy massage,https://okaloosa.craigslist.org/thp/d/new-opening-oriental-healthy/6411900341.html,"Gulf,Breeze,PKWY",12/4/2017 9:28,30.357389,-87.162609,913 Gulf Breeze Pkwy unit 11,52:58.0,CL1
67,"331 SPAWelcome to best asian massage. shiatsu and swedish, walk on your back , firm or relaxing massage.Great table shower.Our place is very clean and very comfortable.Every therapists are licensed and very professional and friendly.You'll be a New person,In callHalf Hr: $60.00One Hr: $80.00we do accept credit cardsopen 9 am to 10 pm , 7days a weekCall:  show contact info* 1 mile from I-10 on highway 331 to your right*from the beach - one mile before to I-10 on highway 331 to your left*I-10 from alabama - right turn to 331, from tallahassee- left turn to 331    ","ASIAN MASSAGE ""GRAND OPENING"" right off I-10 on highway 331",https://okaloosa.craigslist.org/thp/d/asian-massage-grand-opening/6410923808.html,"Defuniak,Springs",12/3/2017 12:47,30.671729,-86.123886,3590 us highway 331 S. unit 103,52:58.7,CL1
68,"come visit are store we location is 3 mins from Pensacola Beach we have good clean first class room and skillful massage therapistyou will feel rejuvenate,happy and energized after a good massagewe have gift card now for during Christmas  or new year call  show contact info for more information we open every day MM 35195913 gulf breeze pkwy Harbourtown unit 11 gulf breeze fl32561    ",new opening oriental healthy massage,https://okaloosa.craigslist.org/thp/d/new-opening-oriental-healthy/6410728712.html,"Gulf,Breeze,PKWY",12/3/2017 10:15,30.357389,-87.162609,913 Gulf Breeze Pkwy unit 11,52:59.3,CL1
69,"call  show contact infoMerry Christmas and happy new year 2018 too all my customers !good year get start right at gulf breeze massage come to get good health massage we have gift card available buy now gift card is good way show you family how much you cares about them  we opening everyday  MM 319483057 gulf breeze pkwy gulf breeze ,fl32563    ",Asian Massage,https://okaloosa.craigslist.org/thp/d/asian-massage/6410728015.html,"gulf,breeze,pkwy",12/3/2017 10:14,30.384241,-87.096262,3057 Gulf Breeze Parkway,53:00.0,CL1
