cl_ad_title,cl_url,cl_location,cl_ad,cl_ad_dt,cl_lat,cl_lon,cl_ad_street_addr,date_retrieved,data_source
"Thai Angel Massage",https://washingtondc.craigslist.org/nva/thp/d/thai-angel-massage/6311200158.html,"Main,st,Fairfax","The experience of being touched by an Angel. Professional Native Female Thai Massage Practitioner Thailand Ministry of Education Certified Practitioner License Acupressure, Thai Yoga,Deep Tissue, Reflexology, Relaxation, and Hot Stone, Massage Therapies. Independent availability in private Fairfax studio facility as well as office hours in association with leading NoVA Acupuncture Clinic. Taking a wealth of experience from working at several leading spas in Thailand I understand the importance of bringing a sense of wellness to each of my customers. By combining the best of east and west massage techniques I provide a massage experience giving you immediate positive effects and lasting results. Essentially, the experience of being touched by an Angel. Special offer - Swedish massage $60/hr. - Brazilian / Bikini waxing $40Call  show contact infoby appointment, cash only. 9691 Main street, Ste D, Fairfax, VA 2203110am - 8pm","9/18/2017 14:53",38.8415,-77.2805,"Main Street at Trapped rd",2017-09-24,CL1
"ALL NEW! ?? OCEAN CITY MASSAGE ?? EXEMPLARY SERVICE??",https://washingtondc.craigslist.org/nva/thp/d/all-new-ocean-city-massage/6311161337.html,"ANNANDALE,VA","ANNANDALE AREA\'S BEST! All NEW Asian Bodyrub.Indulge and be rejuvenated...  OCEAN CITY MASSAGE  Indulgent Pampering and Asian Massage!!  Best Asian Staff EVER-- fact!!!!!   Swedish | Shiatsu | Deep tissue | Dry Sauna "a truly unforgettable experience."  CALL US NOW! DON\'T MISS OUT!Open 10am-10pm Every Day! CC\'s Accepted.  show contact infoAccept no substitute! We are the Best! 5029 Backlick Rd, UNIT #B, Annandale, VA 22003","9/18/2017 14:30",38.8150,-77.1868,"5029 BACKLICK RD.",2017-09-24,CL1
"?? HERNDON THERAPY | "IT JUST DOESN'T GET ANY BETTER THAN THIS!!"&#128155",https://washingtondc.craigslist.org/nva/thp/d/herndon-therapy-it-just/6311145386.html,"_HERNDON,VA","It is more than a pamper.  ELEGANT--ASIAN--BODYWORK! Serene Music, lavish private therapy rooms [[HERNDON THERAPY]] We have all you need to relax and unwind.  "Best Massage, Sauna and Relaxation ever!!!!"  Our trained staff are available for stress relieving massage. The most lovely therapists in town. Open 7 Days 10am-10pm. CC\'s Accepted. CALL TODAY!  show contact info   This spa KNOWS how to take care of you. 201 Elden Street #204, Herndon, VA 20170","9/18/2017 14:20",38.9664,-77.3689,"201 Elden Street",2017-09-24,CL1
"? PINE TREE SPA -  "STUNNINGLY" BEAUTIFUL  NEW ASIAN MASSEUSE ?",https://washingtondc.craigslist.org/nva/thp/d/pine-tree-spa-stunningly/6311137341.html,"FAIRFAX,VA",""Stunningly" Beautiful Asian Masseuse So attractive It Will Leave You Speechless!   PINE TREE SPA  Can literally make mouths drop!!! a truly unique experience you won\'t forget. Absolutely amazing -- don\'t hesitate, just GO! Call NOW!!  --show contact info-- Relaxation, Deep Tissue, Swedish, and more!Table Shower and Dry Sauna too!  Open Every day 10am-10pm. CC\'s Accepted.Let us pamper you like a VIP 9512-C Lee Highway, 2nd Floor, Fairfax, VA 22031","9/18/2017 14:16",38.8604,-77.2649,"9512-C Lee Highway",2017-09-24,CL1
"((Tranquility))= Zen= ((Asian Massage Treatment))! Total Relaxation!",https://washingtondc.craigslist.org/nva/thp/d/tranquility-zen-asian-massage/6311128476.html,"Herndon,Reston,Dulles,Sterling,Ashburn","New World Therapy provides you with the Ultimate in Massage Therapy!We offer: Shaitsu, Swedish Massage, Hot Stone Therapy, Deep Tissue and Aromatherapy Refresh with a Luxurious Table Shower. We now Offer a Choice of 4 Naturally Scented Organic Soaps!  VISIT & RELAX TODAY!  Relax in a Comfortable Private Room, with Soothing Music. Unwind with a Nice Natural Wood Hot Sauna, Never feel rushed. Enjoy a Soothing Massage with Our friendly Asian Staff Open 7 Days Call Us Now! Newly Refreshed Facilty!9:30AM to 11:00PM","9/18/2017 14:10",38.9682,-77.3971,"1039 Sterling Rd. Suite",2017-09-24,CL1
"=?=****** WHEN YOU NEED REAL MASSAGE ~ WE HAVE WHAT IT TAKES *********",https://washingtondc.craigslist.org/nva/thp/d/when-you-need-real-massage-we/6311126052.html,"_CHANTILLY,Near,Dulles,Airport_","== UNDER NEW MANAGEMENT ====_FAR EAST THERAPY_==Unforgettable Soothing And Relaxing Asian THERAPEUTIC MassageYou\'ll Experience The True Asian Massages like Never Before!" Nothing Compares to Our Best Asian Massage " Deep Tissue Swedish  Shiatsu Massage Hot Pad  Hot Towel Treatment Dry Sauna & Clean Shower OPEN DAILY 10AM~10PMTEL: 7 0 3 - 8 1 7 - 0 7 7 0Location: 4229 Lafayette Center Dr. Ste#1775 Chantilly, VA 20151_Near Dulles Airport_","9/18/2017 14:09",38.9067,-77.4757,"4229 Lafayette Center Dr",2017-09-24,CL1
"??????5 STAR ASIAN MASSAGE / SHIRLINGTON THERAPY ??",https://washingtondc.craigslist.org/nva/thp/d/5-star-asian-massage/6311124427.html,ARLINTON,"[" Welcome To SHIRLINGTON THERAPY  WORLD-CLASS SERVICE If You Appreciate Exceptionally Good REAL Asian Massage and Some Much Needed Personal Pampering To Recharge and Destress Then You're Looking At The Right Ad... Our Therapy Is The Place To Be For Your Much Needed Relaxation !! Swedish - Shiatsu - Deep Tissue - Massage  Table Shower Available - CC Aceppted  Mon - Sat / 10AM To 12AMSunday: 10AM - 10PMshow contact info2249 S Shirlington Rd #C, Arlington, VA 22206 "]","9/18/2017 14:08",38.8496,-77.0840,"2249 S Shirlington Rd",2017-09-24,CL1
"?? FIRST CLASS SERVICE AND RESULTS |  GARDEN SPA ?? NEW STAFF",https://washingtondc.craigslist.org/nva/thp/d/first-class-service-and/6311118840.html,"FAIRFAX,VA","["We're absolutely perfect for you!   GARDEN SPA   GUARANTEED STRESS RELIEF!an experience that exceeds your expectations EXTRAORDINARY is an understatement.Absolutely amazing -- don't hesitate, just GO! --show contact info--   Heavenly Service - EVERYTIME!! Swedish - Shiatsu - More! Open Every day 10am-10pm. CC's Accepted.  an unforgettable massage experience.9516-B Lee Highway, Fairfax, VA 22031 "]","9/18/2017 14:05",38.8604,-77.2649,"9516-B Lee Highway",2017-09-24,CL1
"• • Edsall Therapy • • 703-914-0050 • •",https://washingtondc.craigslist.org/nva/thp/d/edsall-therapy/6311116792.html,"Springfield,Mixing,Bowl","COME SEE US TODAY!!CALL TO MAKE AN APPOINTMENT OR JUST WALK IN.EDSALL THERAPY6559 EDSALL RD. SPRINGFIELD, VA. 22151Tel:   show contact info   We are located near Rt. 395; Exit 2B for Edsall Road     . . . . . . . . . . . . . Wonderful Licensed Massage Therapists Offering:. Deep Tissue Massage. Swedish Massage. Shiatsu Massage. Shower. Relaxing Atmosphere  . . . . . . . . . . . 1 Hour - $801/2 Hour - $60Hours  10 AM - 10 PMOpen 7 Days (except holidays)VISA. . MasterCard. . DiscoverHave a Nice Day!!!","9/18/2017 14:04",38.8029,-77.2116,NULL,2017-09-24,CL1
"??? NEW STAFF! ?? (571)274-9149 ??",https://washingtondc.craigslist.org/nva/thp/d/new-staff/6311076183.html,"Franconia,Springfield,Fairfax,Alex","Enjoy a high quality professional, relaxing massage with an amazing healing touch, in a very clean and comfortable environment. Visit today for the most rejuvenating and refreshing experience.Call -  show contact infoOpen Daily  10am - 9pmCredit Cards Acceptedhttp://jingmass2016.wix.com/jing-spa6416 Grovedale Dr, Suite #200, Alexandria(Easy to find, located between Beulah St. and Franconia Rd.)","9/18/2017 13:40",38.7779,-77.1481,"6416 Grovedale Dr",2017-09-24,CL1
"Zen Relaxation Free your Mind and Uplift Your Spirit"",https://washingtondc.craigslist.org/nva/thp/d/zen-relaxation-free-your-mind/6311075564.html,Fairfax,"["My magic hands gives you the healing ZEN touch massage you deserve....my session will help you to increase muscle relaxation. Relax & free your mind, body and soul. Let me help your stress disappear, I will make you feel comfortable and take your stress away. Massage table or Cot, soft music, clean up-scale atmosphere in Fairfax & Gainesville Virginia . Don't wait any longer. Call me! I'm an independent professional Freelancer with 15 yrs experience.  I take appointments every day after 5pm to 9pm during the week and 230pm to 7pm sat and sun and Tuesdays or Thursdays depending on my schedule I can also do appts in Gainesville. Text or Call for more info    "]","9/18/2017 13:40",38.8776,-77.3885,NULL,2017-09-24,CL1
"??????GRAND OPENING??????  AFFORDABLE",https://washingtondc.craigslist.org/nva/thp/d/grand-opening-affordable/6311067835.html,Fairfax,"RECOVER    REJUVENATE     REVIVE       Come to ease the aches, pains, and soothe the sores and tense muscles today   ==    LARGOS THERAPY ==  Call :  show contact info  /  Walk-ins welcome Add: 3605 Chain Bridge Road, Ste.B , Fairfax,  VA 22030 7 Days A Week :  10:00am-10pm  Deep Tissue   Acupressure   Swedish   Walk on Back   Aroma Naturopath Therapy Luxurious environment with effective body work. Our highly trained staff will provide you with a wonderful relaxing experience.","9/18/2017 13:35",38.8573,-77.3070,"3605 Chan Bridge Road,",2017-09-24,CL1
"?????? 5 STAR AMAZING MASSAGE BY LATIN STAFF??",https://washingtondc.craigslist.org/nva/thp/d/5-star-amazing-massage-by/6311065353.html,Alexandria,"Luxurious environment with effective body work. Our highly trained staff will provide you with a wonderful relaxing experience. COME EASE THE PAIN ,AND ACHES, AND SOOTHE THE SORE AND TENSE MUSCLES TODAY                                                      SWEDISH MASSAGE                                                          FOOT REFLEXOLOGY                                                          HOT STONE MASSAGE                                              CALL:  show contact info OR  show contact info WALK- INS ARE WELCOME                                                             CASH  CREDIT CARDS ACCEPTED                                               ADDRESS: 5134 LEESBURG PIKE SUITE 200, ALEXANDRIA VA                                                                            OPEN: 6 DAYS A WEEK.                                                                      MONDAY-FRIDAY 10AM-8PM                                                                          SATURDAY: 10AM-7PM","9/18/2017 13:34",38.8453,-77.1159,"5134 Leesburg pike",2017-09-24,CL1
"?MASSAGE FOR $49 /1 HR? (Manassas)",https://washingtondc.craigslist.org/nva/thp/d/massage-for-49-1-hr-manassas/6310762221.html,['Manassas,"['MASSAGE FOR $49 /1 HR (Manassas)CALL:  show contact info walk in also welcome!! Address: 9124A Mathis AveManassas,VA,20110. MASSAGE Therapy FOR $49 /1 HR (Manassas)Massage Therapy Our treatments: Swedish massage,Deep Tissue Massage, Relaxation Massage, AcupressureWe have beautify ladies and experienced associates, with the soothing aroma of incense enabling you to escape from the harsh world outside...Special offer 1 hour full body for just $49.00 for first visit .Visit Our spa for an Appointment,Walk in are welcome.We look forward to seeing you...Our hours are 10:00am--10:00pm Mon---Sat,11:00am---8:00pm sun.CALL:  show contact info walk in also welcome!! Address: 9124A Mathis AveManassas,VA,20110.","9/18/2017 10:38",NULL,NULL,NULL,2017-09-24,CL1
"??????????Cici is new in town-5712014993",https://washingtondc.craigslist.org/nva/thp/d/cici-is-new-in-town/6309672271.html,"Falls,church,Arlington,dc,Tysons","Camelia Spa:    Special light touching massage to relax your mind: $50/60mins.Practitioner: Coco, Casie, JuliaAt a pleasant environment Focus on-Deep work without discomfort-Relief of Inflammation-Loosened Adhesions-Stretching Muscles and Connective Tissue-Breaking up and Expelling Congestion-Strengthening the Immune System-Sedating the Nervous SystemMassage Option:Swedish or Deep Tissue30 Minutes: $45\t60 Minutes: $65\t90 Minutes: $95Business Hours: Mon-Sat: 10am-10pmSun: 11am- 9pmIf you like to make an earlier or later appointment, please notice 3 hours in advance. Thank you!Cash or Major Credit Cards accepted.Address: 6055 A. Arlington Blvd, Falls Church VA 22044(2ND row of the office plaza building with a green gate door, Behind building #6051)Welcome both appointments and walk-ins, but to make an appointment ahead of time will guarantee that you receive a service right away)Please call   show contact info with any questions or for further information.Thank you, and look forward to seeing you!","9/17/2017 12:36",38.8589,-77.1548,"6055 A. Arlington Blvd",2017-09-24,CL1
"[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]",https://washingtondc.craigslist.org/nva/thp/d/welcome-to-best-asian-massage/6311033170.html,"[ , ]__,VIENNA,TYSONS","[[=]]__WELCOME TO BEST ASIAN MASSAGE IN TOWN!__[[=]]" Comfortable & Serene Environment! "VIP\'s Facility Is Renowned For Its ServiceThe Spa Is Absolutely Spotless, Tranquil & Very ComfortableYou Will Feel Right At Home From The Very First Moment You Walk InDeep Tissue / Swedish / Shiatsu Massage Friendly Asian StaffOpen 7 Days / 10AM TO 10PMRefreshing Table Shower 7 0 3 - 9 9 2 - 9 7 0 0  2240 Gallows Rd. Suite B Vienna, VA 22182","9/18/2017 13:16",38.9042,-77.2227,"2240 Gallows Rd",2017-09-24,CL1
"------:*'""*----?----TREAT YOURSELF WITH A N/I/C/E ASIAN MASSAGE----*'""*-",https://washingtondc.craigslist.org/nva/thp/d/treat-yourself-with-n-c-asian/6311032837.html,"__ALEXANDRIA,SPRINGFIELD","~ ___M & M WELLNESS CENTER___~Take a Mini Vacation To " MNM " Today![__The Best Asian Relaxation Massage__]Swedish / Shiatsu / Deep Tissue MassageTalented and Delightful Asian Staff / Luxurious ShowerExperience the Difference. Nothing compares! Sincerely Pampering You With Only The Best Asian Staff6080 Franconia Rd. Suite-C 2nd FL. Alexandria, VA 22310Open Daily 10am To 10pm - SUNDAY 10am To 9pm7 0 3 - 3 4 1 - 6 7 7 6","9/18/2017 13:15",38.7833,-77.1466,"6080 Franconia Rd",2017-09-24,CL1
"***====***__FANTASTIC, SWEET SMILES & GREAT MASSAGE__***====***",https://washingtondc.craigslist.org/nva/thp/d/fantastic-sweet-smiles-great/6311032164.html,ALEXANDRIA,"__ * Swan Therapy * __show contact info*  a Top Luxury Oriental Therapy *You Won\'t Find a Better Asian Staff Anywhere Deep Tissue / Swedish / Shiatsu   Clean Shower Is Available  Open Everyday - 10AM To 10PM5146 Leesburg Pike 2ND. FL. Alexandria, VA 22302 " Time to enjoy our top notch services & luxurious Spa"","9/18/2017 13:15",38.8453,-77.1162,"5146 Leesburg Pike",2017-09-24,CL1
"^^^__The Best Massage In Town!___UPSCALE ASIAN INSPIRED ATMOSPHERE_^^^",https://washingtondc.craigslist.org/nva/thp/d/the-best-massage-in/6311032012.html,"__TYSON,S,VIENNA,McLEAN","_____G & G Wellness Center_____"Come See Us and Let Us Melt Your Stress Away!"GRAND OPENING!Treat Yourself To a Best Relaxing Asian BodyworkFeel Better Today..The Oriental Way~ Deep Tissue - Swedish - Shiatsu Massage ~~ Luxurious T. Shower / Upscale Dry Sauna ~8450 Tyco Rd. Suite-C Vienna, VA. 221827 0 3 - 4 6 2 - 9 1 6 1","9/18/2017 13:15",38.9335,-77.2371,"8450 Tyco Rd",2017-09-24,CL1
"___? ___ G R E A T ___ A S I A N ___ M A S S A G E ___?__PINE SPA_",https://washingtondc.craigslist.org/nva/thp/d/r-a-s-a-a-s-g-pine-spa/6311031264.html,WOODBRIDGE,"Escape To Pine Asian Spa Today!=== THE #1 MASSAGE THERAPY IN TOWN ===Let Go of your Stressful Mind & BodyWith Our New Asian StaffStop by and Discover Your Favorite " THERAPY " TODAY !Deep Tissue / Swedish / Shiatsu MassageFirst Class Asian Massage / First Class PlaceNO UP SELLING / NO DRAMA / NO RUSH TEL:show contact infoOPEN DAILY 10AM - 10PMNew Pine SpaLocation: 1519 Old Bridge Rd. #103 Woodbridge, VA 22192","9/18/2017 13:14",38.6727,-77.2603,"1519 Old Bridge Rd",2017-09-24,CL1
"______________MAGNIFICENT__ORIENTAL__MASSAGE ___________________",https://washingtondc.craigslist.org/nva/thp/d/magnificentorientalmassage/6311030924.html,"TYSON,S,CORNER,VA","Luxurious Asian Massage=====*   ENLIVEN THERAPY    *=====" WORLD-CLASS SERVICE " Relax Your Body And Mind With A Rejuvenating, Refreshing, And Restorative Massage" We Truly Are The Best & The Best Asian Massage " || Swedish || Deep Tissue || Shiatsu Massage |||| Refreshing Shower || Dry Sauna ||Open  7 days a week: 10:00am-10pm _______show contact info_______8472-D TYCO ROAD, VIENNA, VA 22182CLICK HERE * MAP","9/18/2017 13:14",38.9330,-77.2378,"8472 TYCO RD",2017-09-24,CL1
"~?~?~ _____ ARLINGTON THERAPY _____ GRAND OPENING ~?~?~",https://washingtondc.craigslist.org/nva/thp/d/arlington-therapy-grand/6311021348.html,Arlington,"Grand Opening  Swedish | Shiatsu | Deep Tissue | Dry Sauna Open 7 Days / 10am -11pmSunday: 10am - 10pm3213 Columbia Pike Arlington, VA 22204 Tired from work? Come and Enjoy our magic touch. Our Professional and friendly staff will Revitalize your day with a relaxing massage.","9/18/2017 13:09",38.8618,-77.0904,"3213 Columbia Pike",2017-09-24,CL1
"Star Therapy Massage SPECIAL $49/H BODY MASSAGE",https://washingtondc.craigslist.org/nva/thp/d/star-therapy-massage-special/6311006591.html,"B,Gallows,Road,Vienna,VA","We are Asian Massage Therapists with many years of experience offering Therapeutic full body massage. We provide friendly professional service to all of our clients. We have a brand new clean, relaxing and peaceful spa. We offer a variety of services including:" Deep Tissue Massage" Back Treatment Massage" Swedish Massage" Hot Stone Therapy" Acupressure" Shiatsu" Thai Massage" Sports Massage" Reflexology" Cupping TherapyWE ACCPET EVERY CREDIT CARD OPEN 7 Days a Week Mon-Sat 10 AM-- 9 PMSun 11 AM-- 7 PM2112 B Gallows Road Vienna VA 22182show contact info Walk ins welcome or call for appointment","9/18/2017 13:01",38.9280,-77.2649,"2112 B Gallows Road",2017-09-24,CL1
"??? Four Seasons Therapy ???",https://washingtondc.craigslist.org/nva/thp/d/four-seasons-therapy/6310987427.html,"Tysons,Corner","ASIAN MASSAGE Four Seasons TherapyCenter Tysons Corner   Amazing Quality Massage   Professional Asian Staff Walk In WelcomeWe accept MasterCard and VisaJust plain feel GREAT! Professional trained to relax and sooth your muscles with soft musicVery clean and comfortable rooms  show contact info8214-C Old Courthouse Rd, Vienna VA 22182 Open 10am to 10pm","9/18/2017 12:50",38.9131,-77.2289,"8214-C Old Courthouse Road",2017-09-24,CL1
"M4M, Surprise ! $51/hr,   Male Massage Therapist ForMen and Women",https://washingtondc.craigslist.org/nva/thp/d/m4m-surprise-51-hr-male/6310985531.html,woodbridge,"TEXT AT  show contact info  or   show contact info to make an appointment !  thanks .Promotion !!    $51/hr ( before  4pm /Mon--Fri/September and October )M4M, New Arrival,Handsome Male Certified Massage Therapistwe can make your stress, pain and fatigue disappear. Stop by if you need to tend to sore muscles, or just relax. Make an appointment today for a massage with a masculine approach.we offerDeep Tissue / Swedish / Shiatsu MassageComfortable & Clean Private RoomsTable Shower Available original1 hour -- $71          1hour   4 hands ----$12190 min -- $101         90min   4 hands ---$191( include shower )tips are welcomeText us to : show contact info or  show contact info for an appointment table shower free M4M MassageMonday - Friday: 9:00 am to 11:00 pmSaturday - Sunday: All Day","9/18/2017 12:49",38.6512,-77.3069,"3135 golansky  blvd",2017-09-24,CL1
"Romantic massage",https://washingtondc.craigslist.org/nva/thp/d/romantic-massage/6310981345.html,Arlington,"Treat yourself to a therapeutic relaxing retreat at the end of your working day!Privates rooms with shower available.hot towelAromatic oils With excellent coneccion between my hands and your bodyyou can try 15,30 minutes one hour or more30 munites $60One hour $100we accept credit card free parking lot3257 columbia pike Arlington va 22204 call to make app at  show contact info","9/18/2017 12:46",38.8615,-77.0901,"3257 columbia pike",2017-09-24,CL1
"Massage by Clemence",https://washingtondc.craigslist.org/nva/thp/d/massage-by-clemence/6310957625.html,Arlington,"Hello gentlemen.  My name is Clemence.I am an attractive mature European lady from France.  I offer a quality bodyrub with a no rush attitude.If you are looking for a specialized bodyrub, then you need to look no further.Please call for an appointment.  Texts will not be responded to.Clemence  show contact info","9/18/2017 12:33",38.8975,-77.1235,"Glebe Rd at Lee Highway",2017-09-24,CL1
"Paula Asian Femal Massage Therapies",https://washingtondc.craigslist.org/nva/thp/d/paula-asian-femal-massage/6310955419.html,"google,map","Welcome Offer: a ~ DEEP TISSUE ~ SWEDISH - OIL MASSAGE~ Come and Visit US for a Great Massage Relieves: Stress of Tension , Chronic Pain, Headache, Backache, Muscular Spasm, Cramp Give us a call & come experience one of the best massages of your life. Beautiful & Sweet Asian Staff Are Ready To Give You a Phenomenal Professional Massage _______________________________________________________________________________Tel:  show contact infoOpen 5 days Tuesday , Thursday - Sunday  4.30a.m. to 10:00 pmMonday and Wednesday 10.00 am - 10.00 pmRate : 30 mins $ 8060. Mins $ 12090. Mind $160~~ For The Most Relaxing Day Of Your Life~~  NECK PAIN  SHOULDER PAIN BACK PAIN Help your body and mind relax while improving your overall health!","9/18/2017 12:32",38.8917,-77.0744,"1523 Fairfax Dr",2017-09-24,CL1
"Thai Yoga-style Bodywork by Michael",https://washingtondc.craigslist.org/nva/thp/d/thai-yoga-style-bodywork-by/6310455957.html,NULL,"["Hello,I'm visiting the NOVA area and have my travel mat with me to offer Thai Yoga Bodywork sessions. Typically based in NYC and North Carolina. --Thai yoga bodywork is a practice similar to traditional massage that helps to relax muscles, allow for release tension in the underlying fascial tissue, mobilize joints, and increase blood flow as well as energy circulation. I'm a 29-year old gay/queer male who has trained extensively in thai bodywork. I also teach yoga, meditation, and am a Reiki Master -- so I have familiarity with both our physiological and energetic systems.If you haven't tried thai-style bodywork before, you must!Thai yoga bodywork happens on a comfortable, thick floor mat. This allows me to lean my bodyweight into my presses to get into the underlying fascial tissue beneath our muscles -- much more easily than a table massage. Depending on what your body needs, it also allows for some assisted stretches and joint mobilization techniques. Beneath the anatomical awareness, thai practitioners are trained to be aware of subtle energy lines of our bodies -- making us often more in tune to create a relaxing, meditative space. Please send a text message to  show contact info info for inquiries--or email.Find out more about this style of bodywork at friendlymountain.com/relax.    "]","9/18/2017 1:27",NULL,NULL,NULL,2017-09-24,CL1
"Experience My Magical Touch-Female CMT",https://washingtondc.craigslist.org/nva/thp/d/experience-my-magical-touch/6310934058.html,"['Alexandria,Duke,St","["Come visit my private oasis. Relax and indulge your self in peaceful serenity with a friendly, caring and thoughtful therapist. I offer clean a tasteful space with heated table for a warm soothing environment that provides and extraordinarily comfortable experience. Get a blissful massage that will relieve your tensions and leave you feeling relax and satisfied.I am an experienced Certified Massage Therapist specializing in Swedish, Deep Tissue and Sports Massage. I offer strong hands with a relaxing touch. Your comfort and satisfaction are my highest priorities..Norma CMTshow contact info~Don't delay treat yourself today~    "]","9/18/2017 12:20",NULL,NULL,NULL,2017-09-24,CL1
"???New Ladies=Health Spa=Best In Town(703)680-3527??",https://washingtondc.craigslist.org/nva/thp/d/new-ladieshealth-spabest-in/6310926975.html,"Dale,Blvd,Woodbridge,VA","Health SpaGrand Opening, New Private RoomCALL:  show contact info4328 Dale Blvd. Woodbridge, VA 22193Click for MAPS! Clean  Private Quiet  Comfortable***  Swedish  Deep Tissue  Acupressure  *** ***  Body Shampoo *** Happy Hour Before 2PM $35/30Min || $50/60minsRegular Price $40/30Min || $60/60minsOpen 7days 10:00AM-10:00PM (SUNDAY 11:00AM - 9:00 PM)Skilled hands, combining the best of several bodyrubs techniquesCome and receive a unforgettable massageshow contact infoWalk-in welcome","9/18/2017 12:16",38.6481,-77.3382,"4328 Dale Blvd.",2017-09-24,CL1
"INDEPENDENT SPECIALIZED MASSAGE ? 703 750-6470",https://washingtondc.craigslist.org/nva/thp/d/independent-specialized/6310918799.html,"google,map","["You deserve a wonderful relaxation trip and a nice therapist.You are entitled to both!I am a tall BLONDE with outstanding hands.Mid 40's and I take my time. NO RUSH EVERI use only the best unscented lotion and oils.If you are looking for someone that is down to earth and very NORMAL. Lookno further.Call or email for further information. 9am-10pm  show contact infoCall Becky  show contact infodo NOT contact me with unsolicited services or offers No Texting    "]","9/18/2017 12:11",38.8251,-77.1798,"Logsdon Dr. at Little River Turnpike",2017-09-24,CL1
"??Full Body Asian Style Massage 571-325-2186 ??",https://washingtondc.craigslist.org/nva/thp/d/full-body-asian-style-massage/6310915728.html,"Reston,Vienna,Herndon,Sterling","["Come try Reston's Best Therapists         We are here ready for you HOURS:10 AM TO 9 PM LAST APPOINTMENT 8PMCALL TODAY FOR APPOINTMENT show contact infoLOCATED AT:11250 ROGER BACON DR UNIT 4RESTON, VA 20190Private Relaxing Rooms Clean Fresh SheetsFree hot towels You will leave feeling relaxed and refreshed after your massage session Call today for appointment "]","9/18/2017 12:10",38.9517,-77.3343,"11250 Roger Bacon Dr Unit 4",2017-09-24,CL1
"Your Best Chinese Therapeutic Massage is at Oriental Spa",https://washingtondc.craigslist.org/nva/thp/d/your-best-chinese-therapeutic/6310908474.html,"['Vienna,Tysons,Corner,Merrifield","['WELCOME! to Oriental Nature Health in Vienna, VA.  We provide Chinese therapeutic massage, including Tuina, Accupressure, and Deep Tissue massage techniques.  Foot massage and hot stone therapy is also available.Conveniently located in Northern Virginia at 2110A Gallows Rd., 2nd floor, Vienna, VA 22182, between Rt.50 (Arlington Blvd) and Rt.7 (Leesburg Pike).  Walk-ins welcome, please call for appointments st  show contact info.  Hours Monday-Saturday 10-10, Sunday 11-9.Rates: 30 min./$4060 min./$6090 min./$90Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!","9/18/2017 12:05",NULL,NULL,NULL,2017-09-24,CL1
"~~~__~~~ RELAX! NOW!~~ __~~ The Next Level of Asian Relaxation ~~~~~~",https://washingtondc.craigslist.org/nva/thp/d/relax-now-the-next-level-of/6310908249.html,"Hanover,Pkwy","RAINBOW ACUPRESSUREAccept No Substitute ! - We Are The Best !TEL  show contact infoEnjoy Comfortable and Relax TimeWith Beautiful Asian StaffDeep Tissue / Swedish / Shiatsu MassageLuxurious Free Table ShowerUnder New Management Open 7 Days / 10am to Midnight Canaan Is The Place To Be ForYour Much Needed Relaxation !7335 Hanover Pkwy. #3 Greenbelt, MD 20770","9/18/2017 12:05",38.9886,-76.8758,"7335 Hanover Pkwy",2017-09-24,CL1
"Your Best Oriental Massage is at Manassas Therapy",https://washingtondc.craigslist.org/nva/thp/d/your-best-oriental-massage-is/6310905178.html,"Manassas,Centreville,Chantilly","WELCOME! to Manassas Therapy in Manassas, VA.We provide Chinese therapeutic massage, includingTuina, Accupressure, and Deep Tissue massage techniques.Foot massage and hot stone therapy are also available.Conveniently located in Northern Virginia at 8647 MathisAve., Suite 101, Manassas, VA 20110, in the CobblestoneBusiness Center across from the Best Western, one blocknorth of Rt. 28 (Centreville Rd.).Walk-ins welcome, please call for appointments at  show contact info.Hours Monday-Saturday 10-10, Sunday 11-9.Rates:30 min./$4060 min./$6090 min./$100Visa/MC welcomeWE LOOK FORWARD TO SEEING YOU!","9/18/2017 12:04",38.7672,-77.4565,"Mathis Ave. at Breeden Ave.",2017-09-24,CL1
"==‡‡‡‡== *NEW ASIAN STAFF! =?= The wonderful asian massage awaits U!__",https://washingtondc.craigslist.org/nva/thp/d/new-asian-staff-the-wonderful/6310904781.html,"__VIENNA,TYSONS","[" ___COMFORT THERAPY___ __Accept No Substitute ! - We Are The Best !__[__You Won't Find a Better Asian Staff Anywhere__]* Deep Tissue / Swedish / Shiatsu Massage ** Luxurious Free Table Shower *Comfort Is The Place To Be For Your Much Needed Relaxation !Visit us and see why you won't soon forget this one!2238 B GALLOWS RD. VIENNA, VA 22182Open Daily: 10am To 10pm5 7 1 - 6 2 0 - 7 5 7 3 "]","9/18/2017 12:03",38.8987,-77.2250,"2238  GALLOWS RD",2017-09-24,CL1
